date,cash,position_shares,close,market_value,equity,daily_return,cum_return,running_peak,drawdown,symbol,test_start
2024-04-17,100000.0,0,425.84,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-18,100000.0,0,423.41,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-19,100000.0,0,414.65,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-22,100000.0,0,418.82,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-23,100000.0,0,425.07,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-24,100000.0,0,426.51,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-25,100000.0,0,424.45,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-26,100000.0,0,431.0,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-29,100000.0,0,432.75,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-04-30,100000.0,0,424.59,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-01,100000.0,0,421.52,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-02,100000.0,0,426.9,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-03,100000.0,0,435.48,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-06,100000.0,0,440.25,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-07,100000.0,0,440.32,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-08,100000.0,0,440.06,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-09,100000.0,0,441.02,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-10,100000.0,0,442.06,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-13,100000.0,0,443.08,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-14,100000.0,0,445.93,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-15,100000.0,0,452.9,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-04-17
2024-05-16,54729.0,100,451.98,45198.0,99927.0,-0.0007300000000000084,-0.0007300000000000084,100000.0,-0.0007300000000000084,QQQ,2024-04-17
2024-05-17,54729.0,100,451.76,45176.0,99905.0,-0.0002201607173236697,-0.0009500000000000064,100000.0,-0.0009500000000000064,QQQ,2024-04-17
2024-05-20,54729.0,100,454.91,45491.0,100220.0,0.0031529953455782245,0.0021999999999999797,100220.0,0.0,QQQ,2024-04-17
2024-05-21,54729.0,100,455.8,45580.0,100309.0,0.0008880462981439852,0.003090000000000037,100309.0,0.0,QQQ,2024-04-17
2024-05-22,54729.0,100,455.71,45571.0,100300.0,-8.97227566818426e-05,0.0029999999999998916,100309.0,-8.97227566818426e-05,QQQ,2024-04-17
2024-05-23,54729.0,100,453.66,45366.0,100095.0,-0.002043868394815518,0.0009500000000000064,100309.0,-0.002133407769990714,QQQ,2024-04-17
2024-05-24,54729.0,100,457.95,45795.0,100524.0,0.004285928368050307,0.005239999999999911,100524.0,0.0,QQQ,2024-04-17
2024-05-28,54729.0,100,459.68,45968.0,100697.0,0.0017209820540369236,0.006969999999999921,100697.0,0.0,QQQ,2024-04-17
2024-05-29,54729.0,100,456.44,45644.0,100373.0,-0.003217573512617089,0.003730000000000011,100697.0,-0.003217573512617089,QQQ,2024-04-17
2024-05-30,54729.0,100,451.55,45155.0,99884.0,-0.004871828081256857,-0.0011600000000000499,100697.0,-0.008073726128881686,QQQ,2024-04-17
2024-05-31,54729.0,100,450.71,45071.0,99800.0,-0.0008409755316166612,-0.0020000000000000018,100697.0,-0.008907911854375006,QQQ,2024-04-17
2024-06-03,54729.0,100,453.13,45313.0,100042.0,0.0024248496993988233,0.00042000000000008697,100697.0,-0.0065046625023585936,QQQ,2024-04-17
2024-06-04,54729.0,100,454.37,45437.0,100166.0,0.0012394794186441072,0.0016599999999999948,100697.0,-0.005273245479011313,QQQ,2024-04-17
2024-06-05,54729.0,100,463.53,46353.0,101082.0,0.009144819599464782,0.010820000000000052,101082.0,0.0,QQQ,2024-04-17
2024-06-06,54729.0,100,463.37,46337.0,101066.0,-0.0001582873310777,0.010659999999999892,101082.0,-0.0001582873310777,QQQ,2024-04-17
2024-06-07,54729.0,100,462.96,46296.0,101025.0,-0.00040567549917880363,0.010250000000000092,101082.0,-0.0005638986169644866,QQQ,2024-04-17
2024-06-10,54729.0,100,464.83,46483.0,101212.0,0.0018510269735214635,0.012119999999999909,101212.0,0.0,QQQ,2024-04-17
2024-06-11,54729.0,100,468.02,46802.0,101531.0,0.0031518001817967267,0.015309999999999935,101531.0,0.0,QQQ,2024-04-17
2024-06-12,54729.0,100,474.15,47415.0,102144.0,0.006037564881661739,0.021439999999999904,102144.0,0.0,QQQ,2024-04-17
2024-06-13,102233.43,0,476.72,0.0,102233.43,0.0008755286654134053,0.02233430000000003,102233.43,0.0,QQQ,2024-04-17
2024-06-14,54581.42999999999,100,479.19,47919.0,102500.43,0.002611670174814673,0.02500429999999998,102500.43,0.0,QQQ,2024-04-17
2024-06-17,54581.42999999999,100,485.06,48506.0,103087.43,0.005726805243646327,0.03087430000000002,103087.43,0.0,QQQ,2024-04-17
2024-06-18,54581.42999999999,100,485.21,48521.0,103102.43,0.0001455075560619079,0.031024299999999894,103102.43,0.0,QQQ,2024-04-17
2024-06-20,54581.42999999999,100,481.47,48147.0,102728.43,-0.0036274605748864985,0.02728430000000004,103102.43,-0.0036274605748864985,QQQ,2024-04-17
2024-06-21,54581.42999999999,100,480.18,48018.0,102599.43,-0.0012557380658888562,0.025994300000000026,103102.43,-0.004878643500448976,QQQ,2024-04-17
2024-06-24,54581.42999999999,100,473.96,47396.0,101977.43,-0.006062411847707172,0.01977429999999991,103102.43,-0.010911479001998292,QQQ,2024-04-17
2024-06-25,54581.42999999999,100,479.38,47938.0,102519.43,0.00531490154242964,0.025194299999999892,103102.43,-0.005654570896146627,QQQ,2024-04-17
2024-06-26,54581.42999999999,100,480.37,48037.0,102618.43,0.0009656706050744646,0.026184299999999938,103102.43,-0.004694360743970782,QQQ,2024-04-17
2024-06-27,54581.42999999999,100,481.61,48161.0,102742.43,0.0012083599408021506,0.027424299999999846,103102.43,-0.0034916732806394846,QQQ,2024-04-17
2024-06-28,54581.42999999999,100,479.11,47911.0,102492.43,-0.0024332692929298627,0.0249242999999999,103102.43,-0.005916446392194685,QQQ,2024-04-17
2024-07-01,54581.42999999999,100,481.92,48192.0,102773.43,0.0027416658966910035,0.02773429999999988,103102.43,-0.00319100141480666,QQQ,2024-04-17
2024-07-02,54581.42999999999,100,486.98,48698.0,103279.43,0.004923451518549005,0.03279429999999994,103279.43,0.0,QQQ,2024-04-17
2024-07-03,54581.42999999999,100,491.04,49104.0,103685.43,0.003931082888431803,0.036854299999999895,103685.43,0.0,QQQ,2024-04-17
2024-07-05,54581.42999999999,100,496.16,49616.0,104197.43,0.004938012987938611,0.04197429999999991,104197.43,0.0,QQQ,2024-04-17
2024-07-08,54581.42999999999,100,497.34,49734.0,104315.43,0.0011324655512137127,0.04315429999999987,104315.43,0.0,QQQ,2024-04-17
2024-07-09,54581.42999999999,100,497.77,49777.0,104358.43,0.0004122113094870983,0.04358430000000002,104358.43,0.0,QQQ,2024-04-17
2024-07-10,104482.85999999999,0,502.96,0.0,104482.85999999999,0.0011923330007934663,0.044828599999999774,104482.85999999999,0.0,QQQ,2024-04-17
2024-07-11,54175.859999999986,100,491.93,49193.0,103368.85999999999,-0.010662035859278718,0.033688599999999846,104482.85999999999,-0.010662035859278718,QQQ,2024-04-17
2024-07-12,54175.859999999986,100,494.82,49482.0,103657.85999999999,0.0027958129750100813,0.036578599999999906,104482.85999999999,-0.007896031942464021,QQQ,2024-04-17
2024-07-15,54175.859999999986,100,496.15,49615.0,103790.85999999999,0.0012830671981844954,0.03790859999999996,104482.85999999999,-0.006623095883860786,QQQ,2024-04-17
2024-07-16,54175.859999999986,100,496.34,49634.0,103809.85999999999,0.00018306043518667714,0.03809859999999987,104482.85999999999,-0.006441247875488831,QQQ,2024-04-17
2024-07-17,54175.859999999986,100,481.77,48177.0,102352.85999999999,-0.01403527564722662,0.0235285999999999,104482.85999999999,-0.020386118833270794,QQQ,2024-04-17
2024-07-18,100000.0,0,479.49,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-19,100000.0,0,475.24,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-22,100000.0,0,482.32,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-23,100000.0,0,480.62,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-24,100000.0,0,463.38,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-25,100000.0,0,458.27,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-26,100000.0,0,462.97,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-29,100000.0,0,463.9,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-30,100000.0,0,457.53,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-07-31,100000.0,0,471.07,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-01,100000.0,0,459.66,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-02,100000.0,0,448.75,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-05,100000.0,0,435.37,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-06,100000.0,0,439.53,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-07,100000.0,0,434.77,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-08,100000.0,0,448.07,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-09,100000.0,0,450.41,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-12,100000.0,0,451.38,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-13,100000.0,0,462.58,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-14,100000.0,0,462.73,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-15,100000.0,0,474.42,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-16,100000.0,0,475.03,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-19,100000.0,0,481.27,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-20,100000.0,0,480.26,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-21,100000.0,0,482.5,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-22,100000.0,0,474.85,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-23,100000.0,0,480.0,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-26,100000.0,0,475.34,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-27,100000.0,0,476.76,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-28,100000.0,0,471.35,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-29,100000.0,0,470.66,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-08-30,100000.0,0,476.27,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-03,100000.0,0,461.81,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-04,100000.0,0,460.61,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-05,100000.0,0,461.04,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-06,100000.0,0,448.69,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-09,100000.0,0,454.46,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-10,100000.0,0,458.66,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-11,100000.0,0,468.62,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-12,100000.0,0,473.22,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-13,100000.0,0,475.34,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-16,100000.0,0,473.24,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-17,100000.0,0,473.49,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-18,100000.0,0,471.44,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-19,100000.0,0,483.36,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-20,100000.0,0,482.44,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-23,100000.0,0,483.04,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-24,100000.0,0,485.37,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-25,100000.0,0,485.82,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-26,100000.0,0,489.47,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-07-18
2024-09-27,50950.0,100,486.75,48675.0,99625.0,-0.003750000000000031,-0.003750000000000031,100000.0,-0.003750000000000031,QQQ,2024-07-18
2024-09-30,50950.0,100,488.07,48807.0,99757.0,0.001324968632371304,-0.0024300000000000432,100000.0,-0.0024300000000000432,QQQ,2024-07-18
2024-10-01,50950.0,100,481.27,48127.0,99077.0,-0.006816564251130197,-0.00922999999999996,100000.0,-0.00922999999999996,QQQ,2024-07-18
2024-10-02,98892.45999999999,0,481.95,0.0,98892.45999999999,-0.001862591721590312,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-03,98892.45999999999,0,481.59,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-04,98892.45999999999,0,487.32,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-07,98892.45999999999,0,482.1,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-08,98892.45999999999,0,489.3,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-09,98892.45999999999,0,493.15,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-10,98892.45999999999,0,492.59,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-11,98892.45999999999,0,493.36,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-14,98892.45999999999,0,497.5,0.0,98892.45999999999,0.0,-0.011075400000000069,100000.0,-0.011075400000000069,QQQ,2024-07-18
2024-10-15,49109.45999999999,100,490.85,49085.0,98194.45999999999,-0.007058172079044245,-0.018055400000000055,100000.0,-0.018055400000000055,QQQ,2024-07-18
2024-10-16,100000.0,0,490.91,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-17,100000.0,0,491.25,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-18,100000.0,0,494.47,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-21,100000.0,0,495.42,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-22,100000.0,0,495.96,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-23,100000.0,0,488.36,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-24,100000.0,0,492.32,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-25,100000.0,0,495.32,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-28,100000.0,0,495.4,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-29,100000.0,0,500.16,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-30,100000.0,0,496.38,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-10-31,100000.0,0,483.85,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-01,100000.0,0,487.43,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-04,100000.0,0,486.01,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-05,100000.0,0,492.21,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-06,100000.0,0,505.58,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-07,100000.0,0,513.54,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-08,100000.0,0,514.14,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-11,100000.0,0,513.84,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-12,100000.0,0,512.91,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-13,100000.0,0,512.25,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-14,100000.0,0,508.69,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-15,100000.0,0,496.57,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
2024-11-18,100000.0,0,500.02,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2024-10-16
