date,cash,position_shares,close,market_value,equity,daily_return,cum_return,running_peak,drawdown,symbol,test_start
2025-07-03,46756.00000000001,100,556.22,55622.0,102378.0,0.005322282886209173,0.023779999999999912,102378.0,0.0,QQQ,2025-04-21
2025-07-07,102322.29000000001,0,552.03,0.0,102322.29000000001,-0.0005441598780987489,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-08,102322.29000000001,0,552.34,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-09,102322.29000000001,0,556.25,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-10,102322.29000000001,0,555.45,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-11,102322.29000000001,0,554.2,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-14,102322.29000000001,0,556.21,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-15,102322.29000000001,0,556.72,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-16,102322.29000000001,0,557.29,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-17,102322.29000000001,0,561.8,0.0,102322.29000000001,0.0,0.023222900000000157,102378.0,-0.0005441598780987489,QQQ,2025-04-21
2025-07-18,46010.29000000001,100,561.26,56126.0,102136.29000000001,-0.0018177857434582556,0.021362900000000185,102378.0,-0.0023609564554883944,QQQ,2025-04-21
2025-07-21,46010.29000000001,100,564.17,56416.99999999999,102427.29000000001,0.002849134230350492,0.024272900000000153,102427.29000000001,0.0,QQQ,2025-04-21
2025-07-22,100000.0,0,561.25,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-07-23,100000.0,0,563.81,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-07-24,100000.0,0,565.01,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-07-25,100000.0,0,566.37,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-07-28,100000.0,0,568.14,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-07-29,100000.0,0,567.26,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-07-30,100000.0,0,568.02,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-07-31,100000.0,0,565.01,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-01,100000.0,0,553.88,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-04,100000.0,0,564.1,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-05,100000.0,0,560.27,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-06,100000.0,0,567.32,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-07,100000.0,0,569.24,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-08,100000.0,0,574.55,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-11,100000.0,0,572.85,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-12,100000.0,0,580.05,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-13,100000.0,0,580.34,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-14,100000.0,0,579.89,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-15,100000.0,0,577.34,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-18,100000.0,0,577.11,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-19,100000.0,0,569.28,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-20,100000.0,0,565.9,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-21,100000.0,0,563.28,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-22,100000.0,0,571.97,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-25,100000.0,0,570.32,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-26,100000.0,0,572.61,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-27,100000.0,0,573.49,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-28,100000.0,0,577.08,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-08-29,100000.0,0,570.4,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-02,100000.0,0,565.62,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-03,100000.0,0,570.07,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-04,100000.0,0,575.23,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-05,100000.0,0,576.06,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-08,100000.0,0,578.87,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-09,100000.0,0,580.51,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-10,100000.0,0,580.7,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-11,100000.0,0,584.08,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-07-22
2025-09-12,41496.0,100,586.66,58666.0,100162.0,0.0016199999999999548,0.0016199999999999548,100162.0,0.0,QQQ,2025-07-22
2025-09-15,41496.0,100,591.68,59167.99999999999,100664.0,0.00501188075317982,0.006639999999999979,100664.0,0.0,QQQ,2025-07-22
2025-09-16,41496.0,100,591.18,59117.99999999999,100614.0,-0.0004967018993881078,0.006140000000000034,100664.0,-0.0004967018993881078,QQQ,2025-07-22
2025-09-17,41496.0,100,590.0,59000.0,100496.0,-0.0011727990140537603,0.0049600000000000755,100664.0,-0.0016689183819439402,QQQ,2025-07-22
2025-09-18,41496.0,100,595.32,59532.00000000001,101028.0,0.005293743034548548,0.010280000000000067,101028.0,0.0,QQQ,2025-07-22
2025-09-19,101261.29000000001,0,599.35,0.0,101261.29000000001,0.002309161816526295,0.012612900000000149,101261.29000000001,0.0,QQQ,2025-07-22
2025-09-22,41487.29000000001,100,602.2,60220.00000000001,101707.29000000001,0.004404447148560031,0.017072900000000057,101707.29000000001,0.0,QQQ,2025-07-22
2025-09-23,41487.29000000001,100,598.2,59820.00000000001,101307.29000000001,-0.003932854763901372,0.013072900000000054,101707.29000000001,-0.003932854763901372,QQQ,2025-07-22
2025-09-24,41487.29000000001,100,596.1,59610.0,101097.29000000001,-0.0020729011702909084,0.010972900000000063,101707.29000000001,-0.005997603514949601,QQQ,2025-07-22
2025-09-25,41487.29000000001,100,593.53,59353.0,100840.29000000001,-0.002542105728056576,0.008402900000000102,101707.29000000001,-0.008524462700756241,QQQ,2025-07-22
2025-09-26,41487.29000000001,100,595.97,59597.0,101084.29000000001,0.0024196677736647576,0.0108429000000001,101707.29000000001,-0.006125421294776445,QQQ,2025-07-22
2025-09-29,41487.29000000001,100,598.73,59873.0,101360.29000000001,0.0027303946043446548,0.013602899999999973,101707.29000000001,-0.0034117515076844684,QQQ,2025-07-22
2025-09-30,41487.29000000001,100,600.37,60037.0,101524.29000000001,0.0016179906351885265,0.01524290000000006,101707.29000000001,-0.0017992810544849025,QQQ,2025-07-22
2025-10-01,41487.29000000001,100,603.25,60325.0,101812.29000000001,0.002836759557737434,0.018122900000000053,101812.29000000001,0.0,QQQ,2025-07-22
2025-10-02,41487.29000000001,100,605.73,60573.0,102060.29000000001,0.0024358552390875143,0.02060290000000009,102060.29000000001,0.0,QQQ,2025-07-22
2025-10-03,41487.29000000001,100,603.18,60317.99999999999,101805.29000000001,-0.002498523176839851,0.01805290000000004,102060.29000000001,-0.002498523176839851,QQQ,2025-07-22
2025-10-06,41487.29000000001,100,607.71,60771.0,102258.29000000001,0.004449670542660433,0.022582900000000183,102258.29000000001,0.0,QQQ,2025-07-22
2025-10-07,41487.29000000001,100,604.51,60451.0,101938.29000000001,-0.0031293306391100284,0.01938290000000009,102258.29000000001,-0.0031293306391100284,QQQ,2025-07-22
2025-10-08,102443.29000000001,0,611.44,0.0,102443.29000000001,0.004953977548573851,0.02443290000000009,102443.29000000001,0.0,QQQ,2025-07-22
2025-10-09,41295.29000000001,100,610.7,61070.00000000001,102365.29000000001,-0.0007613968665004522,0.023652900000000088,102443.29000000001,-0.0007613968665004522,QQQ,2025-07-22
2025-10-10,41295.29000000001,100,589.5,58950.0,100245.29000000001,-0.020710145011067715,0.00245289999999998,102443.29000000001,-0.021455773238052034,QQQ,2025-07-22
2025-10-13,100956.33000000002,0,602.01,0.0,100956.33000000002,0.007093001576433222,0.009563300000000163,102443.29000000001,-0.014514957495019853,QQQ,2025-07-22
2025-10-14,100956.33000000002,0,598.0,0.0,100956.33000000002,0.0,0.009563300000000163,102443.29000000001,-0.014514957495019853,QQQ,2025-07-22
2025-10-15,100956.33000000002,0,602.22,0.0,100956.33000000002,0.0,0.009563300000000163,102443.29000000001,-0.014514957495019853,QQQ,2025-07-22
2025-10-16,100956.33000000002,0,599.99,0.0,100956.33000000002,0.0,0.009563300000000163,102443.29000000001,-0.014514957495019853,QQQ,2025-07-22
2025-10-17,100956.33000000002,0,603.93,0.0,100956.33000000002,0.0,0.009563300000000163,102443.29000000001,-0.014514957495019853,QQQ,2025-07-22
2025-10-20,100000.0,0,611.54,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-21,100000.0,0,611.38,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-22,100000.0,0,605.49,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-23,100000.0,0,610.58,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-24,100000.0,0,617.1,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-27,100000.0,0,628.09,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-28,100000.0,0,632.92,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-29,100000.0,0,635.77,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-30,100000.0,0,626.05,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-10-31,100000.0,0,629.07,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-03,100000.0,0,632.08,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-04,100000.0,0,619.25,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-05,100000.0,0,623.28,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-06,100000.0,0,611.67,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-07,100000.0,0,609.74,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-10,100000.0,0,623.23,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-11,100000.0,0,621.57,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-12,100000.0,0,621.08,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-13,100000.0,0,608.4,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-14,100000.0,0,608.86,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-17,100000.0,0,603.66,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-18,100000.0,0,596.31,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-19,100000.0,0,599.87,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-20,100000.0,0,585.67,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-21,100000.0,0,590.07,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-24,100000.0,0,605.16,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-25,100000.0,0,608.89,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-26,100000.0,0,614.27,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-11-28,100000.0,0,619.25,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-12-01,100000.0,0,617.17,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-12-02,100000.0,0,622.0,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-12-03,100000.0,0,623.52,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-12-04,100000.0,0,622.94,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-12-05,100000.0,0,625.48,0.0,100000.0,0.0,0.0,100000.0,0.0,QQQ,2025-10-20
2025-12-08,37282.00000000001,100,624.28,62428.0,99710.0,-0.0029000000000000137,-0.0029000000000000137,100000.0,-0.0029000000000000137,QQQ,2025-10-20
2025-12-09,37282.00000000001,100,625.05,62504.99999999999,99787.0,0.0007722394945341993,-0.0021299999999999653,100000.0,-0.0021299999999999653,QQQ,2025-10-20
2025-12-10,37282.00000000001,100,627.61,62761.0,100043.0,0.002565464439255649,0.00042999999999993044,100043.0,0.0,QQQ,2025-10-20
2025-12-11,37282.00000000001,100,625.58,62558.00000000001,99840.00000000001,-0.002029127475185577,-0.0015999999999998238,100043.0,-0.002029127475185577,QQQ,2025-10-20
2025-12-12,37282.00000000001,100,613.62,61362.0,98644.0,-0.011979166666666763,-0.013560000000000016,100043.0,-0.013983986885639177,QQQ,2025-10-20
2025-12-15,37282.00000000001,100,610.54,61054.0,98336.0,-0.0031223389156967984,-0.016639999999999988,100043.0,-0.01706266305488635,QQQ,2025-10-20
2025-12-16,37282.00000000001,100,611.75,61175.0,98457.0,0.0012304751057599095,-0.015430000000000055,100043.0,-0.015853183131253612,QQQ,2025-10-20
2025-12-17,37282.00000000001,100,600.41,60041.0,97323.0,-0.011517718394832288,-0.02676999999999996,100043.0,-0.02718830902711833,QQQ,2025-10-20
2025-12-18,37282.00000000001,100,609.11,60911.0,98193.0,0.00893930520020958,-0.01807000000000003,100043.0,-0.01849204841917973,QQQ,2025-10-20
2025-12-19,37282.00000000001,100,617.05,61704.99999999999,98987.0,0.008086116118256825,-0.010129999999999972,100043.0,-0.010555461151704804,QQQ,2025-10-20
2025-12-22,37282.00000000001,100,619.21,61921.0,99203.0,0.00218210472082192,-0.007970000000000033,100043.0,-0.008396389552492445,QQQ,2025-10-20
2025-12-23,37282.00000000001,100,622.11,62211.0,99493.0,0.002923298690563847,-0.005070000000000019,100043.0,-0.005497636016512875,QQQ,2025-10-20
2025-12-24,37282.00000000001,100,623.93,62392.99999999999,99675.0,0.001829274421315974,-0.003249999999999975,100043.0,-0.003678418280139595,QQQ,2025-10-20
2025-12-26,37282.00000000001,100,623.89,62389.0,99671.0,-4.0130423877626775e-05,-0.003290000000000015,100043.0,-0.003718401087532408,QQQ,2025-10-20
2025-12-29,37282.00000000001,100,620.87,62087.0,99369.0,-0.0030299685966831413,-0.006310000000000038,100043.0,-0.006737103045690307,QQQ,2025-10-20
2025-12-30,37282.00000000001,100,619.43,61942.99999999999,99225.0,-0.0014491440992663307,-0.007750000000000035,100043.0,-0.008176484111831916,QQQ,2025-10-20
2025-12-31,37282.00000000001,100,614.31,61430.99999999999,98713.0,-0.005159989921894703,-0.012870000000000048,100043.0,-0.01329428345811301,QQQ,2025-10-20
2026-01-02,37282.00000000001,100,613.12,61312.0,98594.0,-0.0012055149777637775,-0.014059999999999961,100043.0,-0.014483771978049398,QQQ,2025-10-20
2026-01-05,37282.00000000001,100,617.99,61799.0,99081.0,0.004939448647990785,-0.009190000000000031,100043.0,-0.009615865177973526,QQQ,2025-10-20
2026-01-06,37282.00000000001,100,623.42,62341.99999999999,99624.0,0.005480364550216388,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-07,99624.0,0,624.02,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-08,99624.0,0,620.47,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-09,99624.0,0,626.65,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-12,99624.0,0,627.17,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-13,99624.0,0,626.24,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-14,99624.0,0,619.55,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-15,99624.0,0,621.78,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-16,99624.0,0,621.26,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
2026-01-20,99624.0,0,608.06,0.0,99624.0,0.0,-0.0037599999999999856,100043.0,-0.004188199074398047,QQQ,2025-10-20
